Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Description,Environment,Watchers,Watchers,Watchers Id,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Custom field (Development),Custom field (Issue color),Custom field (Rank),Sprint,Custom field (Start date),Custom field (Story point estimate),Custom field (Team),Custom field (Vulnerability),Comment,Parent,Parent key,Parent summary,Status category,Status category changed
Task queue: Trigger an AI run and route completed items to review,SCRUM-46,10074,Task,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,Michael,712020:caa6edab-aef4-41b3-931a-595264910708,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 9:51 PM,26/Sep/26 3:36 PM,23/Sep/26 3:32 AM,26/Sep/26 3:36 PM,,0,"{noformat}Related to user story C2

ONLY BACKEND

Today AI annotation only runs as a side effect of dataset registration, and its output lands as an unclaimed pending draft that the first human save takes over (PR #22 keeps that behaviour). The client answered on 2026-09-17: AI output is treated as submitted, goes straight to review, and its author is the AI model.

# A task owner can start an AI run for a task at any time, not only at intake; the call returns the batch id. Enqueue is idempotent: the unique (batch_job_id, task_item_id) constraint means a repeated trigger cannot double-charge.
# A successful item becomes an annotation submitted by the AI, written through SCRUM-26's atomic submission path, and the item moves to review. The annotation's created_by stays NULL, because it is a foreign key to users and inventing a user would falsify the provenance record; the model that produced it is recorded in annotation_data.metadata.ai (provider, model) and the operator who triggered the run in metadata.ai.triggered_by. Giving the AI an author identity of its own is SCRUM-38 (decided 2026-09-23). Until it exists, an AI annotation is identified by created_by IS NULL, and two models cannot both annotate one item.
# The AI's annotation does not count toward the task's required annotators (client answer, 2026-09-21): that number counts human submissions only, so SCRUM-48's limit neither counts nor refuses it. One successful AI annotation per item is enough, unless the task explicitly defines a multi-model experiment.
# ai_item_jobs gains result_annotation_id, pointing at that annotation. The table already exists on every database, so this needs a migration step - agree the order with the other W8 schema changes on day one.
# Failed items stay visible as failed (SCRUM-3) and submit nothing.
# A dead-lettered item can be picked up by a later run. Its failed draft is unclaimed machine output, not annotation work, so it must not make the item look already annotated - otherwise a batch that hit a provider outage can never be retried and only a human claiming the failed draft moves the item on. A test: dead-letter an item, trigger a run, the item is covered and ends succeeded.{noformat}",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i0001b:wy,"W8 Route work, record decision",,1.5,,,,10040,SCRUM-12,AI Annotation Pipeline,Done,26/Sep/26 3:36 PM
Project lifecycle: Update and archive a project,SCRUM-45,10073,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,Jingwei Lin,712020:a3a41120-888a-4688-8ba9-1762665aa1c0,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 9:48 PM,26/Sep/26 2:16 PM,,,,0,"Related to user story J4

Rename/update project, update its policy, archive completed projects, make archived projects read-only and record changes in history",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i000c6:p,,,,,,,10039,SCRUM-11,"Project, Policy & Task Lifecycle",To Do,06/Sep/26 9:48 PM
Organisation Management: Users can only perform actions that are permitted by their roles.,SCRUM-44,10072,Task,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,Jingwei Lin,712020:a3a41120-888a-4688-8ba9-1762665aa1c0,Jingwei Lin,712020:a3a41120-888a-4688-8ba9-1762665aa1c0,Jingwei Lin,712020:a3a41120-888a-4688-8ba9-1762665aa1c0,06/Sep/26 9:39 PM,16/Sep/26 1:20 AM,,12/Sep/26 11:59 PM,,0,"G1

# Approving, disputing, adjudicating and releasing each require the appropriate role.
# A user without the required role is refused with a clear message rather than silently allowed.
# Adding a new role later doesn't require reworking the workflow.

Issue 7",,Jingwei Lin,,712020:a3a41120-888a-4688-8ba9-1762665aa1c0,,,,,,,,,,{},,0|i0001g:i,W6 Governance & data-integrity,,,,,,10046,SCRUM-18,Organisation Management,Done,12/Sep/26 11:59 PM
Release & Export: Align task completion and export readiness,SCRUM-43,10071,Task,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,dishank.aswal,712020:409b8b84-45d9-414c-a752-aea725e3302e,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 6:04 PM,20/Sep/26 7:09 PM,25/Sep/26 7:12 PM,20/Sep/26 7:09 PM,,0,"A task marked complete that reports zero finished items destroys confidence in every other number the platform shows. Deliberately one ticket across two stories. Task completion and export readiness must end up using the same rule, and splitting them is how two rules got written in the first place.

Stories *B6* — “Done” means the same thing everywhere I look · *H5* — Export figures agree with the rest of the platform
Issues *19*, *27*, *14*",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i00018:i,W7 Lock down review data,,2.0,,,,10045,SCRUM-17,Dataset Release & Export,Done,20/Sep/26 7:09 PM
Provenance: Remove duplicate escalation audit changes,SCRUM-41,10069,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 5:48 PM,16/Sep/26 1:21 AM,,,,0,"Escalation entries repeat their own summary as a change, which adds noise and makes real changes harder to spot. Small; pairs with SCRUM-40.

Story *F4* — History tells me who really did what
Issues *22*",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i000c6:k,,,,,,,10044,SCRUM-16,Provenance & Audit History,To Do,06/Sep/26 5:48 PM
Provenance: Record correct audit actor types,SCRUM-40,10068,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 5:48 PM,16/Sep/26 1:21 AM,22/Sep/26 12:57 AM,,,0,"When a reviewer submits a corrected value, it's appended as truncated text to a notes field — the stored and exported annotation stays the original, unreviewed value.

Story *F4* — History tells me who really did what
Issues *21*",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i000c6:d,,,,,,,10044,SCRUM-16,Provenance & Audit History,To Do,06/Sep/26 5:48 PM
"Provenance: Preserve AI, annotator, reviewer and adjudicator outputs separately",SCRUM-38,10066,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 5:48 PM,26/Sep/26 10:58 PM,23/Sep/26 2:33 PM,,,0,"Collapsing the AI suggestion, the human decision and the reviewer correction into one value destroys the only evidence of what human judgement actually contributed.

Story *F3* — The AI's suggestion, the human's answer and the reviewer's correction stay separate
Issues *4*, *5*



{noformat}Added 2026-09-23, from the review of PR #29 (SCRUM-46).

The AI is an author in its own right (client answer, 2026-09-17), but annotations.created_by is a foreign key to users, so SCRUM-46 leaves an AI annotation unauthored and identifies it by created_by IS NULL. That works for one model and nothing else: every AI annotation on an item is indistinguishable from every other, annotation lookup is keyed by (task_item_id, created_by), and a second AI submission would update the first in place - no new version, no history, under a reviewer who may already have acted on it. SCRUM-46 refuses to write it. This ticket is where the AI gets an identity instead.

# An annotation records what kind of author produced it and, for machine output, which model - without inventing a user account. Whatever shape is chosen, keep the model already recorded in metadata.ai as the source of truth for the run, so existing rows stay readable.
# Two models can annotate the same item without overwriting each other, which is what the client's ""unless the task explicitly defines a multi-model experiment"" (R1-4) assumes. SCRUM-46's one-AI-annotation-per-item refusal is then a task-level rule rather than a limitation of the data model.{noformat}",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i000ny:,"W8 Route work, record decision",,,,,,10044,SCRUM-16,Provenance & Audit History,To Do,06/Sep/26 5:48 PM
Provenance: Guarantee one canonical answer per task item,SCRUM-37,10065,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 5:47 PM,07/Sep/26 3:04 AM,22/Sep/26 12:58 AM,,,0,"An export containing two conflicting ""final"" answers for the same item is unusable for training and indefensible to an auditor. Export tracks one slot per annotator rather than one canonical value per item. Depends on the SCRUM-27 client decision.

Story *H4* — Every released item has exactly one authoritative answer
Issues *4*",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i000c5:,,,,,,,10044,SCRUM-16,Provenance & Audit History,To Do,06/Sep/26 5:47 PM
"Dispute / Annotation: Implement ""Dispute & send back to annotator""",SCRUM-35,10063,Task,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,Parth,712020:31379b73-52b1-497c-adec-f657d3cf3124,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 5:35 PM,16/Sep/26 1:20 AM,,14/Sep/26 8:06 PM,,0,"Not every dispute should be settled by an expert overruling — sometimes the right outcome is the original annotator redoing it with guidance. Users currently hit a placeholder. Smallest ticket on the board. The backend endpoint and the typed API client both already exist; only the click handler is missing.

Story *E2* — I can send an item back to the annotator
Issues *15*",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i00024:,W6 Governance & data-integrity,,,,,,10042,SCRUM-14,"Review, Dispute & Adjudication",Done,14/Sep/26 8:06 PM
Task Lifecycle: Make dataset registration transactional,SCRUM-34,10062,Task,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,Kanishka Kathait,712020:53d02d47-8757-44b7-a5a5-b57a63b98fbe,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 5:07 PM,16/Sep/26 1:20 AM,,14/Sep/26 10:10 PM,,0,"A batch that half-loaded leaves a task nobody can trust and no way to tell which items are real.

Story *B5* — Loading a dataset either works or leaves nothing behind
Issues *16*",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i0001i:o,W6 Governance & data-integrity,,,,,,10039,SCRUM-11,"Project, Policy & Task Lifecycle",Done,14/Sep/26 10:10 PM
Review: Persist reviewer corrections as structured data,SCRUM-32,10060,Task,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 5:04 PM,21/Sep/26 8:36 PM,24/Sep/26 4:45 PM,,,0,"A reviewer can correct an item, watch it finalise, and find the correction nowhere in the result. It is appended as truncated text to a notes field while the item advances anyway. Depends on the same client decision as SCRUM-27 for who authors the corrected value.

Story *D3* — The correction I make is the answer that gets saved
Issues *5*",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i0001b:vz,W9,,,,,,10042,SCRUM-14,"Review, Dispute & Adjudication",To Do,06/Sep/26 5:04 PM
"Review: Record verdict, feedback & justification",SCRUM-31,10059,Task,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,Parth,712020:31379b73-52b1-497c-adec-f657d3cf3124,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 5:03 PM,16/Sep/26 1:20 AM,,14/Sep/26 8:06 PM,,0,"The client's stated purpose for collecting human judgement is capturing how people reason — not harvesting yes/no answers. Confirm with the client whether justification is required on accept, or only on reject, modify and dispute.

Story *C5* — I can record why I decided, not just what I decided
Issues none",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i0001v:,W6 Governance & data-integrity,,,,,,10042,SCRUM-14,"Review, Dispute & Adjudication",Done,14/Sep/26 8:06 PM
"AI-Provider: Store & Display AI suggestions, failures and unavailable states",SCRUM-30,10058,Task,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,Michael,712020:caa6edab-aef4-41b3-931a-595264910708,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 4:18 PM,16/Sep/26 1:20 AM,,13/Sep/26 8:55 PM,,0,"A reviewer must be able to tell ""the AI suggested this"" from ""there is no AI result"" at a glance. Today the two are indistinguishable. Pairs with SCRUM-7, which stops the fabrication at source.

Story *C3* — I'm told when the AI failed instead of being shown a fake answer
Issues none",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i0001f:i,W6 Governance & data-integrity,,,,,,10041,SCRUM-13,Annotation & Human Judgement,Done,13/Sep/26 8:55 PM
Review: Retire or restrict legacy review mutation endpoints,SCRUM-29,10057,Task,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,Jingwei Lin,712020:a3a41120-888a-4688-8ba9-1762665aa1c0,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 4:08 PM,16/Sep/26 1:20 AM,,12/Sep/26 10:40 PM,,0,"A second, older set of review endpoints lets any organisation member edit or delete an approved review without touching item status, so approval history and official state can silently diverge.

Story *D2* — Approval history can't be rewritten behind my back
Issues *8*",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i0001i:v,W6 Governance & data-integrity,,,,,,10042,SCRUM-14,"Review, Dispute & Adjudication",Done,12/Sep/26 10:40 PM
Annotation: Preventing finalized annotations from being overwritten,SCRUM-28,10056,Task,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 4:08 PM,20/Sep/26 5:41 PM,23/Sep/26 7:32 PM,20/Sep/26 5:41 PM,,0,"A ""locked"" answer that a later submission can quietly change means no exported label can be defended.

Story *D5* — Finalised means finalised
Issues *2*",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i00010:d,W7 Lock down review data,,1.0,,,,10041,SCRUM-13,Annotation & Human Judgement,Done,20/Sep/26 5:41 PM
Review / Annotation: Reviewer should be able to select the correct submitted annotation,SCRUM-27,10055,Task,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,Jingwei Lin,712020:a3a41120-888a-4688-8ba9-1762665aa1c0,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 4:08 PM,26/Sep/26 1:54 AM,26/Sep/26 1:55 AM,26/Sep/26 1:54 AM,,0,"{noformat}Related to user story D4

ONLY BACKEND

On an item annotated by two people, review picks ""the latest annotation"" (review_actions.py, _latest_annotation), which is effectively random — a reviewer can approve the wrong person's submission with no sign anything went wrong.

No longer blocked on the review side: the client answered on 2026-09-17 that each author keeps their own version. SCRUM-26 now records draft.annotation_id, so every submission names the annotation it produced.

# Opening an item for review always shows a specific, identified annotator's submission.
# On an item annotated by two people, both submissions are individually addressable — the reviewer never gets an arbitrary one.
# The review decision is recorded against the submission the reviewer actually opened (ReviewDB.annotation_id).
# approve_draft stops falling back to the item's first ""latest"" annotation, which may be another author's (defect S7).
# A test on a two-annotator item returns a specific, identified submission every time.

Still open: which version a release carries — client follow-up F1, asked at the 2026-09-23 meeting. That is H4's rule (SCRUM-37), not this ticket's.
Closes issue 3. Provenance events (SCRUM-98, F1) reference the same link.
{noformat}",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i0001b:vx6,"W8 Route work, record decision",,2.0,,,,10042,SCRUM-14,"Review, Dispute & Adjudication",Done,26/Sep/26 1:54 AM
Annotation: Make draft submission and annotation creation atomic,SCRUM-26,10054,Task,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 4:08 PM,20/Sep/26 5:41 PM,23/Sep/26 7:31 PM,20/Sep/26 5:41 PM,,0,"Draft status, the annotation and the item status are three separate commits today, and the draft's link back to its own annotation is never saved. The missing link is the same root cause as SCRUM-27, reached from the other direction.

Story *D5* — Finalised means finalised
Issues *11*",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i00010:9,W7 Lock down review data,,1.5,,,,10041,SCRUM-13,Annotation & Human Judgement,Done,20/Sep/26 5:41 PM
Annotation: Enforce draft ownership,SCRUM-25,10053,Task,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 4:08 PM,16/Sep/26 1:20 AM,,13/Sep/26 8:55 PM,,0,"Any active member of the organisation can currently edit, delete or submit another user's unfinished draft — including submitting it before they are ready.

Story *D6* — My unfinished work is mine
Issues *6*",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i0001f:,W6 Governance & data-integrity,,,,,,10041,SCRUM-13,Annotation & Human Judgement,Done,13/Sep/26 8:55 PM
Task Lifecycle: Implement valid task lifecycle transitions,SCRUM-24,10052,Task,In Progress,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,dishank.aswal,712020:409b8b84-45d9-414c-a752-aea725e3302e,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 4:03 PM,26/Sep/26 10:58 PM,23/Sep/26 7:08 PM,,,0,"{noformat}Related to user story B4

ONLY BACKEND

A task stays a draft forever today, so dataset intake never closes and the states the export dashboard is built around can never occur.

The client answered on 2026-09-17: ""anything reasonable, no hard requirement"" — the path is ours to define and write down.

# Lifecycle: draft → active → completed, with paused reachable from active and back.
# The project manager triggers each step (MANAGE_TASK); the transitions are explicit endpoints, not a generic status write.
# A task completes only once every item is finished, using SCRUM-43's rule (assert_task_completeable / is_task_item_export_eligible) — one completion rule, not a second one.
# Dataset intake closes once a task is active.
# SCRUM-48's queues offer work only in the task states this defines.
# Document the states and transitions in workflow_states.md in the same change.

Also issue 30: deleting a task or project that has items returns 500 on a foreign-key error. Decide the policy first — is a task holding review history deletable at all? — then implement it.

Closes issue 28.
{noformat}",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i000n7:,"W8 Route work, record decision",,2.5,,,,10039,SCRUM-11,"Project, Policy & Task Lifecycle",In Progress,22/Sep/26 6:53 PM
Task Lifecycle: Preserve lifecycle conflict responses as HTTP 409,SCRUM-23,10051,Task,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,dishank.aswal,712020:409b8b84-45d9-414c-a752-aea725e3302e,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 4:03 PM,16/Sep/26 1:20 AM,,14/Sep/26 8:05 PM,,0,"A deliberate ""intake is closed for this task"" is currently converted into a 500, so clients and alerting cannot tell an invalid workflow transition from an outage. Small; pairs naturally with SCRUM-34.

Story *B5* — Loading a dataset either works or leaves nothing behind
Issues *29*",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i0001i:i,W6 Governance & data-integrity,,,,,,10039,SCRUM-11,"Project, Policy & Task Lifecycle",Done,14/Sep/26 8:05 PM
Task Lifecycle: Validate task-item status before database commit,SCRUM-22,10050,Task,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,dishank.aswal,712020:409b8b84-45d9-414c-a752-aea725e3302e,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 4:03 PM,16/Sep/26 1:20 AM,,14/Sep/26 8:06 PM,,0,"A nonsense status stored permanently makes counts, filters and progress figures lie from then on.

Story *G4* — The platform refuses states that can't exist
Issues *10*",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i0001i:,W6 Governance & data-integrity,,,,,,10039,SCRUM-11,"Project, Policy & Task Lifecycle",Done,14/Sep/26 8:06 PM
Task Lifecycle: Prevent cross-project task and task-item writes,SCRUM-21,10049,Task,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,Jingwei Lin,712020:a3a41120-888a-4688-8ba9-1762665aa1c0,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 4:02 PM,16/Sep/26 1:19 AM,,14/Sep/26 8:05 PM,,0,"Access to a single low-risk project currently lets someone modify tasks and items in projects they were never given access to.

Story *G3* — My work stays inside my project
Issues *9*",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i0001h:,W6 Governance & data-integrity,,,,,,10039,SCRUM-11,"Project, Policy & Task Lifecycle",Done,14/Sep/26 8:05 PM
Project & Policy: Configure project review and annotation policies,SCRUM-20,10048,Task,Done,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,Done,Jingwei Lin,712020:a3a41120-888a-4688-8ba9-1762665aa1c0,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 4:00 PM,21/Sep/26 3:47 PM,23/Sep/26 7:32 PM,21/Sep/26 3:47 PM,,0,"A low-risk labelling job and a safety-critical judgement task should not be governed identically. The manager sets approvals required, the cross-review share, and what happens when reviewers disagree. Scope is recording the choice faithfully. Enforcement is a separate story (G2) and is not currently on the board.

Story *B2* — I can decide how carefully my project's work gets reviewed
Issues none",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},,0|i00010:i,W7 Lock down review data,,2.0,,,,10039,SCRUM-11,"Project, Policy & Task Lifecycle",Done,21/Sep/26 3:47 PM
Environment issue & testing,SCRUM-19,10047,Epic,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 3:24 PM,06/Sep/26 3:24 PM,,,,0,API key、environment issue & testing,,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},yellow,0|i0003z:,,,,,,,,,,To Do,06/Sep/26 3:24 PM
Organisation Management,SCRUM-18,10046,Epic,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 3:21 PM,06/Sep/26 3:21 PM,,,,0,"Invitation & member management, nice-to-have",,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},dark_yellow,0|i0003r:,,,,,,,,,,To Do,06/Sep/26 3:21 PM
Dataset Release & Export,SCRUM-17,10045,Epic,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 3:20 PM,06/Sep/26 3:20 PM,,,,0,Canonical answer、release、export,,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},dark_blue,0|i0003j:,,,,,,,,,,To Do,06/Sep/26 3:20 PM
Provenance & Audit History,SCRUM-16,10044,Epic,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,Yi Geng,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,06/Sep/26 3:18 PM,06/Sep/26 3:18 PM,,,,0,AI/human/reviewer decision history,,Yi Geng,,712020:e5fd85d6-6a93-421a-98d0-d5e4be368d13,,,,,,,,,,{},dark_green,0|i0003b:,,,,,,,,,,To Do,06/Sep/26 3:18 PM
"Review, Dispute & Adjudication",SCRUM-14,10042,Epic,To Do,SCRUM,CS-57,software,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,,Medium,,,,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,Jason Wang,712020:93390656-829d-45f1-9908-d965a5930c17,06/Sep/26 2:21 AM,06/Sep/26 3:16 PM,,,,0,_Highest-severity defects live here — two are named in the client's own brief._,,Jason Wang,,712020:93390656-829d-45f1-9908-d965a5930c17,,,,,,,,,,{},orange,0|i0002v:,,,,,,,,,,To Do,06/Sep/26 2:21 AM
